concept_id,en_abbrev,en_full,korean,domain,short,related
고속탐색법,HTS,High Throughput Screening,고속 대량 스크리닝 기술,바이오,로봇 장비와 컴퓨터 자동화 시스템을 활용하여 수만에서 수십만 개에 이르는 방대한 화학 물질 라이브러리로부터 특정 질병의 치료제 가능성이 높은 신약 후보 물질만을 아주 빠르고 정밀하게 추려내는 첨단 고속 분석 기술입니다. 모래사장에서 바늘을 초고속으로 찾는 격입니다. 제약 산업에서 혁신형 화합물 의약품의 초기 유효 후보물질을 도출하고 합성하는 기간을 단축시킵니다.,
고압산침출,HPAL,High Pressure Acid Leaching,고압산 침출 공법,소재,"광물 원석에서 니켈과 같은 핵심 유효 금속을 뽑아내기 위해, 특수 밀폐 용기 안에 광석과 황산을 함께 넣고 대기압의 수십 배에 달하는 높은 압력과 고온을 가해 화학적으로 금속 성분만 녹여 분리해내는 고난도 제련 기술입니다. 저품위 광석에서도 효율적으로 금속을 회수합니다. 이차전지 배터리 핵심 원료가 되는 고순도 니켈광 원료를 정제하고 추출하는 첨단 제련 공정에 쓰입니다.",
고압전자기장-pet,PEF,Pulsed Electric Field,펄스장 전자기장 전처리 기술,바이오,"바이오 원료나 식품 물질에 수천 볼트 이상의 강력한 전자기장 에너지를 1초보다 훨씬 짧은 순간적인 펄스 형태로 반복하여 가함으로써, 열을 가하지 않고도 세포막에 미세한 구멍을 뚫어 유효 성분의 유출과 멸균을 촉진하는 첨단 물리적 전처리 기술입니다. 영양소 손상 없이 가공할 수 있습니다. 초고압 기압 공정과 결합하여 바이오 원료의 비가열 유효 물질 추출 효율을 높이는 데 쓰입니다.",
고온성형성,,High Temperature Formability,고온 성형성,소재,"금속 재료를 아주 높은 온도 조건으로 가열했을 때, 재료 표면이 깨지거나 찢어지지 않고 복잡하고 정밀한 곡면 구조나 얇은 판 형태로 부드럽게 모양이 변형되고 가공될 수 있는 금속 특유의 유연한 성형 가공 성능입니다. 가공 과정의 균열을 막아줍니다. 고온 자동차 배기 부품 등에 쓰이는 고기능성 알루미늄 도금 강판의 미세 원소 합금 배합 및 가공 신뢰성 향상 기술에 적용됩니다.",ksd9502
고전압-아날로그-ic,,High Voltage Analog Integrated Circuit,고전압 아날로그 집적회로,반도체,일반 컴퓨터 반도체가 버티기 힘든 대략 12볼트 이상의 상대적으로 높은 전압 전원 환경에서도 전기 신호의 세기를 정밀하게 조절하고 아날로그 전기 파형을 왜곡 없이 증폭·처리해주는 전력 제어용 반도체 소자입니다. 높은 전압의 신호를 조율합니다. 스마트 기기의 배터리 효율 향상을 위한 초소형 전력 관리 반도체 제품군 및 고전압 시스템용 반도체 설계·제조 기술에 포함됩니다.,uhv
고정도,,High Precision,고정도(고정밀),소재,"기계 가공이나 물리적 측정 시 오차가 거의 발생하지 않고, 목표로 하는 정확한 수치와 치수에 매우 가깝고 정밀하게 가공해낼 수 있는 부품 가공의 최고 정밀도 수준을 의미하는 엔지니어링 용어입니다. 치수의 미세 오차를 극도로 줄여줍니다. 단단한 사파이어나 인공 다이아몬드 미세 입자를 결합제로 결착시킨 숫돌을 이용해 디스플레이용 복잡한 평면 부품을 연삭 가공하는 공정에 쓰입니다.",결합제
고정자,,Stator,고정자,에너지,회전하는 모터나 발전기 내부에서 움직이지 않고 중심부나 외곽에 고정되어 있는 전기 코일 뭉치 구조물입니다. 내부에서 자석(회전자)이 돌아갈 때 발생하는 자기장의 변화를 받아 실제 전기 에너지를 유도하고 외부로 흘려보내는 핵심 통로 역할을 합니다. 거대한 바람의 힘을 증속기로 전달받아 친환경 청정 전기를 생산하는 해상 풍력 발전기 제조 기술의 필수 구조물입니다.,
고체산화물-연료전지,SOFC,Solid Oxide Fuel Cell,고체산화물 연료전지,에너지,산소 이온을 통과시키는 단단한 세라믹 고체 물질을 전해질로 사용하여 고온에서 수소와 산소를 반응시켜 고효율로 전기와 열을 만드는 차세대 연료전지 발전 장치입니다. 다른 연료전지에 비해 발전 효율이 가장 높은 강점이 있습니다. 일반적인 작동 온도를 800도 이하로 낮추어 내구성을 보완한 금속 지지형 전지 셀과 적층 스택 시스템을 설계하고 제조하는 기술에 활용됩니다.,계통제약-전력
고체연료,,,,우주,화약과 유사하게 연료와 산화제를 단단한 고체 형태로 미리 혼합하여 로켓 발사체 내부에 채워 넣은 추진제 연료입니다. 액체 연료와 달리 구조가 단순하고 장기간 보관이 가능하여 신속하게 우주 발사체를 쏘아 올릴 수 있는 강점이 있습니다. 국가 안보를 담당하는 정찰 군사위성 체계를 구축하기 위해 소형 위성 발사체를 설계하고 시험 평가하는 기술에 핵심으로 활용됩니다.,
고체전해질,,Solid Electrolyte,고체 전해질,이차전지,리튬 이온 배터리 내부에서 이온이 오고 갈 수 있도록 통로 역할을 하는 전해질 물질을 기존의 불이 붙기 쉬운 액체 대신 안전한 고체 상태의 세라믹이나 고분자로 대체한 핵심 배터리 소재입니다. 폭발이나 화재 위험이 없어 전고체 배터리의 핵심으로 꼽힙니다. 중량당 전류 방전 용량을 크게 늘린 고출력 차세대 리튬 이차전지 셀과 대용량 배터리 모듈 제조에 활용됩니다.,
고휘도,,High Brightness,고휘도(높은 밝기),디스플레이,"디스플레이 화면이 뿜어내는 빛의 밝기 단위가 매우 높아, 햇빛이 내리쬐는 밝은 야외 환경에서도 화면 속 글자나 영상을 흐려짐 없이 아주 선명하고 또렷하게 볼 수 있는 화면의 고성능 밝기 성능입니다. 야외 시인성을 극대화합니다. 실리콘 웨이퍼 기판 위에 정밀하게 유기발광 물질을 진공 증착하여 초고화질 패널과 차량용 고급 구동 모듈 화면을 가공 조립하는 제조 기술에 쓰입니다.",amoled;tft-형성
공중합체,,Copolymer,공중합체,소재,"한 종류의 기초 분자만 반복 결합한 일반 플라스틱과 달리, 성질이 서로 다른 두 종류 이상의 분자 단위를 화학적으로 번갈아 결합시켜 각 원료의 장점만을 동시에 갖추도록 만든 고기능성 맞춤형 고분자 화합물입니다. 소재의 응용 범위를 넓힙니다. 불소 원소 함량을 50% 이상으로 높여 겨울철 극저온에서도 얼지 않고 뜨거운 열과 부식 기름을 버티는 특수 합성고무 제조에 쓰입니다.",
공진,,Resonance,공진(자기공명),통신,"송신 장치와 수신 장치 사이의 무선 주파수 진동수를 일치시켜, 두 장치가 눈에 보이지 않는 동일한 자기장을 형성함으로써 대량의 에너지를 공간을 통해 효율적으로 전달하는 물리적 현상입니다. 기기를 패드에 딱 붙이지 않아도 충전되는 원리입니다. 충전 패드와 거리가 떨어져 있어도 방향에 구애받지 않고 고출력으로 급속 충전 전력을 전달하는 원거리 무선 전력 전송 기술에 활용됩니다.",
공차,,Tolerance,공차(허용 오차),부품,기계 부품을 가공하고 조립할 때 도면상의 완벽한 설계 치수와 실제 가공된 제품 수치 사이에서 정상적인 작동을 보장하기 위해 부품에 허용하는 미세한 치수 오차의 범위를 뜻합니다. 오차 한계가 좁을수록 고정밀 부품에 해당합니다. 모터의 회전 운동을 정밀한 직선 운동으로 바꿔주는 공장 자동화용 정밀 볼스크류 구동축의 유격 오차를 5마이크로미터 이내로 제어하는 부품 설계 기술에 쓰입니다.,
과급기,,Turbocharger,과급기(터보차저),환경,"엔진이나 연소 기관에서 배출되는 배기가스의 압력 에너지를 이용하여 가마 터빈을 돌리고, 이를 통해 엔진 내부로 들어가는 공기를 강제로 압축하여 밀어 넣음으로써 연소 효율과 출력을 높여주는 일종의 공기 펌프 장치입니다. 엔진의 힘을 돋웁니다. 대형 선박 및 운송용 발전 기관의 배기가스 통로 하류측에 선택적 촉매 환원 장치 등을 결합하여 대기오염 유해 가스를 감축하는 시스템에 사용됩니다.",
과열증기,SHS,SuperHeated Steam,과열 증기,바이오,"물이 끓어 발생한 일반 증기를 압력 용기 내에서 추가로 재가열하여, 물방울이 전혀 섞여 있지 않고 온도가 일반 100도보다 훨씬 높은 고온 상태를 유지하는 무색투명한 고에너지 가스 상태의 증기입니다. 열전달 속도가 매우 빠르고 침투력이 강합니다. 바이오 의약품이나 식품 소재 제조 공정에서 고온·고압 상태를 유도하여 영양소 파괴 없이 비가열 형태로 유효 성분을 추출하는 전처리 기술에 쓰입니다.",
관능기,,Functional Group,관능기(기능기),소재,유기 화합물 분자 구조 내에서 그 화합물 특유의 독특한 화학적 반응 성질과 접착 성능 등을 결정짓는 중심 원자들의 결합 무리입니다. 물질의 화학적 명함 역할을 합니다. 300도 이상의 초고온 기계 가공 성형 환경에서도 기판에서 떨어지거나 녹지 않고 단단히 붙어 있는 고기능 에틸렌계 및 실리콘계 정밀 점착·접착 소재의 배합 제어 제조 기술에 활용됩니다.,
관성항법,,Inertial Navigation,관성 항법 시스템,우주,"우주 공간을 날아가는 발사체나 비행체가 지상의 안테나 신호나 위성 신호 도움 없이, 내부에 탑재된 자이로 및 가속도 센서로 정밀 유도 계측하여 자신의 비행 속도와 현재 위치를 스스로 계산해내는 자율 항법 기술입니다. 외부 간섭에 무관하게 작동합니다. 대한민국 독자 우주 발사체의 탑재부 유선형 페어링 덮개 분리 시스템, 자세 제어 및 우주 비행 유도 컴퓨터 시스템 구축 기술에 쓰입니다.",
광음향,,PhotoAcoustics,광음향 현상,바이오,생체 조직에 순간적인 레이저 빛을 쏘아주면 조직 세포가 빛을 흡수해 순간적으로 팽창하면서 미세한 초음파(소리) 신호를 발생시키는 물리 현상입니다. 빛의 광학적 정보와 초음파의 깊은 투과 능력을 동시에 가집니다. 암세포 등 초기 정밀 진단을 위해 기존 X-레이 영상과 초음파 스캔 영상을 한 화면에 결합하는 융합형 의료용 초음파 진단 장비 기술 개발에 핵심으로 쓰입니다.,
광학증착,,Optical Deposition,광학 증착,디스플레이,디스플레이 보호 유리 표면에 특수한 광학 물질을 진공 상태에서 증발시켜 얇은 박막 코팅층을 입히는 가공 기술입니다. 외부 빛 반사를 줄이고 화면의 빛 투과율을 극대화하여 시인성을 높여주는 역할을 합니다. 스마트폰 화면을 보호하는 마이크로미터 두께의 초박형 유리 소재 표면에 투과율 80% 이상의 무기 하이브리드 보호 필름을 코팅하고 접합하는 가공 기술에 활용됩니다.,증착-2
광활성층,,Photoactive Layer,광활성층,에너지,태양전지 패널 내부에서 외부 태양광 에너지를 직접 흡수하여 전기를 일으키는 자유 전자와 정공을 분리해내는 핵심 발전 핵심 가공 층입니다. 태양광 발전의 핵심 엔진입니다. 차세대 친환경 발전원으로 꼽히는 고효율 페로브스카이트 소재나 이를 기존 실리콘 전지와 수직으로 겹친 탠덤 태양전지 웨이퍼 전면의 대면적 대면적화 제조 기술과 봉지 공정에 필수적으로 들어갑니다.,결정질-실리콘
구동소자,,Driving Element,구동 소자,디스플레이,"디스플레이의 각 화소가 빛을 내거나 색을 표현할 수 있도록 전기적 신호를 전달하고 제어하는 부품입니다. 화면 뒤쪽에서 전류를 통하게 하거나 차단하여 화면을 켜고 끄는 스위치 역할을 수행하며, 올레드(OLED)나 마이크로LED 패널이 정밀하고 선명한 영상을 구현할 수 있도록 작동을 지시하는 핵심 장치입니다.",마이크로led;amoled
구름베어링,,Rolling Element Bearing,구름 베어링,부품,"기계의 회전하는 축과 지지대 사이에 둥근 볼이나 원통형 롤러 알갱이들을 삽입하여, 기계 축이 돌 때 마찰 저항을 미끄럼 대신 구름 운동으로 바꾸어 마찰을 줄이고 부드러운 회전을 돕는 필수 기계 부품입니다. 부품의 마모와 열 발생을 줄여줍니다. 정밀 자동화 공작기계나 고부하 장비 내부 구동축에 장착되는 고정밀 볼베어링 및 롤러베어링 제품의 국산화 제조 기술에 쓰입니다.",
